title,ingredients,instructions,url
Blini Pancakes Homemade,Salt; Butter; Milk; Yeast; Egg; Buckwheat; Flour,"In a large bowl, whisk together 1/2 cup buckwheat flour, 2/3 cup all-purpose flour, 1/2 teaspoon salt, and 1 teaspoon yeast.

Make a well in the center and pour in 1 cup warm milk, whisking until the batter is smooth.

Cover the bowl and let the batter rise until doubled, about 1 hour.

Enrich and Rest the Batter
Stir 2 tablespoons melted butter and 1 egg yolk into the batter.

In a separate bowl, whisk 1 egg white until stiff, but not dry.

Fold the whisked egg white into the batter.

Cover the bowl and let the batter stand 20 minutes.

Pan-Fry the Blini
Heat butter in a large nonstick skillet over medium heat.

Drop quarter-sized dollops of batter into the pan, being careful not to overcrowd the pan. Cook for about 1 minute or until bubbles form.

Turn and cook for about 30 additional seconds.

Remove the finished blini onto a plate and cover them with a clean kitchen towel to keep warm. Add more butter to the pan and repeat the frying process with the remaining batter.",https://www.thespruceeats.com/russian-blini-recipe-buckwheat-pancakes-1136797
Mazariner – Scandinavian Almond Tartlets Homemade,Egg; Almond Flour; Heavy Cream; Powdered Sugar; Flour; Butter; Almond Extract; Powdered Sugar; Powdered Sugar; Vanilla Extract; Egg; Flour; Butter; Almond Extract,"Shells
▢
Combine the flour and powdered sugar in a food processor.
 Add the butter and pulse until it's evenly distributed.
 Add the egg and pulse until the dough comes together.

▢
Roll out the dough on a floured surface.
 Cut the dough in circles with a large mug.
 Press the circles down into a greased muffin pan.
 Put the pan of shells in the fridge while you prepare the almond filling.

Almond filling
▢
Preheat oven to 355°F (180°C).

▢
Whisk the egg and powdered sugar together until thick and airy.
 Melt the butter and stir it into the egg mixture.
 Stir in the vanilla, flour, and almond extract.
 Stir in the almond flour.

▢
Pipe or spoon the almond filling onto the shells, filling the shells about 3/4 full.

▢
Bake the mazariner for 20 – 25 minutes, until light golden brown.
 Cool on a wire rack.

Glaze
▢
Mix together the powdered sugar and liquid until you get a spreadable glaze.
 Spread the glaze on top of the mazariner and if you wish, decorate with sprinkles, or anything you like.
",https://scandinaviancookbook.com/mazariner-scandinavian-almond-tartlets/
Easy French Omelette,Chives; Tarragon Leaves; Parsley; Eggs; Parmesan; Gruyère; Butter,"Get everything ready.
 Warm a 20cm (measured across the top) non-stick frying pan on a medium heat.
 Crack the eggs into a bowl and beat them with a fork so they break up and mix, but not as completely as you would for scrambled egg.
 With the heat on medium-hot, drop one knob of butter into the pan.
 It should bubble and sizzle, but not brown.
 Season the eggs with the Parmesan and a little salt and pepper, and pour into the pan.

Let the eggs bubble slightly for a couple of seconds, then take a wooden fork or spatula and gently draw the mixture in from the sides of the pan a few times, so it gathers in folds in the centre.
 Leave for a few seconds, then stir again to lightly combine uncooked egg with cooked.
 Leave briefly again, and when partly cooked, stir a bit faster, stopping while there’s some barely cooked egg left.
 With the pan flat on the heat, shake it back and forth a few times to settle the mixture.
 It should slide easily in the pan and look soft and moist on top.
 A quick burst of heat will brown the underside.

Grip the handle underneath.
 Tilt the pan down away from you and let the omelette fall to the edge.
 Fold the side nearest to you over by a third with your fork, and keep it rolling over, so the omelette tips onto a plate – or fold it in half, if that’s easier.
 For a neat finish, cover the omelette with a piece of kitchen paper and plump it up a bit with your fingers.
 Rub the other knob of butter over to glaze.
 Serve immediately.
",https://www.bbcgoodfood.com/recipes/1669/ultimate-french-omelette
Easy General Tsos Chicken,Plain Flour; Egg; Onion Salt; Honey; Chicken Breast; Starch; Water; Starch; Rice Vinegar; Gochujang; Garlic; Salt; Chicken Stock; Duck Sauce; Soy Sauce; Ginger; Sesame Seed Oil; Baking Powder; Garlic Powder; Spring Onions,"DIRECTIONS:
STEP 1 - SAUCE
In a bowl, add 2 Cups of water, 2 Tablespoon soy sauce, 2 Tablespoon white vinegar, sherry cooking wine, 1/4 Teaspoon white pepper, minced ginger, minced garlic, hot pepper, ketchup, hoisin sauce, and sugar.
Mix together well and set aside.
STEP 2 - MARINATING THE CHICKEN
In a bowl, add the chicken, 1 pinch of salt, 1 pinch of white pepper, 2 egg whites, and 3 Tablespoon of corn starch
STEP 3 - DEEP FRY THE CHICKEN
Deep fry the chicken at 350 degrees for 3-4 minutes or until it is golden brown and loosen up the chicken so that they don't stick together.
Set the chicken aside.
STEP 4 - STIR FRY
Add the sauce to the wok and then the broccoli and wait until it is boiling.
To thicken the sauce, whisk together 2 Tablespoon of cornstarch and 4 Tablespoon of water in a bowl and slowly add to your stir-fry until it's the right thickness.
Next add in the chicken and stir-fry for a minute and serve on a plate",https://www.skinnytaste.com/general-tsos-chicken/
"Pan-fried hake, white bean & chorizo broth Homemade",Bread; Olive Oil; Dried white beans; Chorizo; Paprika; Onion; Bay Leaves; Hake; Thyme; Garlic; Chicken Stock; Parsley,"step 1
Drain the beans, then tip into a large pan with 2 litres of water.
 Simmer with the whole garlic cloves, bay leaves and thyme for 30 mins or until cooked and tender.
 Remove from the heat and set aside.


step 2
Meanwhile, heat 2 tbsp oil in a frying pan.
 Fry the bread with the remaining garlic clove.
 When golden and crisp, scoop out and drain on kitchen paper.
 Add the chorizo to the pan, fry until crisp, tip out and keep warm with the bread.


step 3
Add another 2 tbsp oil and the onion to the pan, and cook for 5 mins until softened.
 Stir in the paprika.
 Drain the beans and add to the onions with the chicken stock and 2 tsp salt.
 Cook for 5-10 mins.
 Stir through the parsley and keep warm.


step 4
Season the hake and heat the remaining 2 tbsp oil in the frying pan.
 Put the hake, skin-side down, in the pan and cook for 3-5 mins over a mediumhigh heat to crisp up the skin.
 Flip the fish over and cook for a further 3-5 mins until cooked through.
 Spoon the white bean mix into bowls, place the hake on top and finish with the fried bread, chorizo and a little more thyme.
",https://www.bbcgoodfood.com/recipes/pan-fried-hake-white-bean-chorizo-broth
Fried calamari,Garlic; Plain Flour; Squid; Capers; Lemon; Vegetable Oil; Mayonnaise,"step 1
Cut the squid into rings about ½cm thick.
 Tip the flour into a freezer bag and season well.
 Add the capers, then give everything a good shake to mix together.
 Tip the squid into the bag, then shake again until all the rings are well coated.
 Mix together the garlic and mayonnaise, then place in a serving bowl.


step 2
Pour some oil into a large pan until it comes about 7cm up the sides, but the pan is no more than a third full.
 Place over a medium heat and let the oil warm up.
 To test that the oil is ready, place a small piece of bread in the pan – it should sizzle when it touches the oil.


step 3
Remove a handful of squid from the flour and shake off any excess.
 Gently drop into the oil, then cook for about 3 mins until crisp.
 Remove with a slotted spoon and place on kitchen paper.
 Repeat with the remaining squid.
 Serve straight away with the mayonnaise and lemon wedges.
",https://www.bbcgoodfood.com/recipes/crispy-squid-capers
Teriyaki Chicken Casserole Style,stir-fry vegetables; cornstarch; brown sugar; chicken breasts; water; minced garlic; brown rice; ground ginger; soy sauce,"Preheat oven to 350° F. Spray a 9x13-inch baking pan with non-stick spray.
Combine soy sauce, ½ cup water, brown sugar, ginger and garlic in a small saucepan and cover. Bring to a boil over medium heat. Remove lid and cook for one minute once boiling.
Meanwhile, stir together the corn starch and 2 tablespoons of water in a separate dish until smooth. Once sauce is boiling, add mixture to the saucepan and stir to combine. Cook until the sauce starts to thicken then remove from heat.
Place the chicken breasts in the prepared pan. Pour one cup of the sauce over top of chicken. Place chicken in oven and bake 35 minutes or until cooked through. Remove from oven and shred chicken in the dish using two forks.
*Meanwhile, steam or cook the vegetables according to package directions.
Add the cooked vegetables and rice to the casserole dish with the chicken. Add most of the remaining sauce, reserving a bit to drizzle over the top when serving. Gently toss everything together in the casserole dish until combined. Return to oven and cook 15 minutes. Remove from oven and let stand 5 minutes before serving. Drizzle each serving with remaining sauce. Enjoy!",
"Chorizo, potato & cheese omelette Recipe",Olive Oil; Parsley; Potatoes; Cheddar Cheese; Egg; Chorizo,"step 1
Cook the potato in boiling water for 8-10 mins or until tender. Drain and allow to steam-dry. Heat oil in an omelette pan, add chorizo and cook for 2 mins. Add the potato and cook for a further 5 mins until the potato starts to crisp. Spoon pan contents out, wipe pan and cook a 2 or 3-egg omelette in the same pan. When almost cooked, scatter with the chorizo and potato, parsley and cheese. Fold the omelette in the pan and cook for 1 min more to melt the cheese.",https://www.bbcgoodfood.com/recipes/chorizo-potato-cheese-omelette
Chocolate Raspberry Brownies Recipe,Raspberries; Light Brown Soft Sugar; Milk Chocolate; Eggs; Salted Butter; Cocoa; Dark Chocolate; Plain Flour,"Heat oven to 180C/160C fan/gas 4.
 Line a 20 x 30cm baking tray tin with baking parchment.
 Put the chocolate, butter and sugar in a pan and gently melt, stirring occasionally with a wooden spoon.
 Remove from the heat.

Stir the eggs, one by one, into the melted chocolate mixture.
 Sieve over the flour and cocoa, and stir in.
 Stir in half the raspberries, scrape into the tray, then scatter over the remaining raspberries.
 Bake on the middle shelf for 30 mins or, if you prefer a firmer texture, for 5 mins more.
 Cool before slicing into squares.
 Store in an airtight container for up to 3 days.
",https://www.bbcgoodfood.com/recipes/2121648/bestever-chocolate-raspberry-brownies
Chicken Mandi Recipe,Cloves; Turmeric Powder; Basmati Rice; Oil; Salt; Onion; Cardamom; Water; Garlic; Chicken; Cinnamon; Coriander; Pepper; Green Chilli; Bay Leaf,"1.
 Clean and cut the chicken; marinate briefly with salt, turmeric and a little oil.

2.
 Rinse and soak basmati rice 20–30 minutes.

3.
 In a large pot, heat ghee/oil.
 Fry chopped onion until golden.
 Add minced garlic and green chillies and fry 1–2 min.

4.
 Add whole spices (cardamom, cloves, cinnamon, bay leaves) and ground spices (coriander, cumin).
 Stir until fragrant.

5.
 Add chicken pieces, brown lightly and add enough water/chicken stock to cover.
 Simmer until chicken is nearly cooked.

6.
 Remove chicken; measure remaining liquid and add soaked rice.
 Bring to a boil, then reduce heat, cover and cook rice until almost done.

7.
 Return the chicken to the rice pot on top, cover tightly and steam on low for 10–15 min so flavors meld.

8.
 (Optional) For authentic smoky aroma: heat a small charcoal until red hot, place it on a small foil cup in the centre of the pot, add a tsp of butter/oil on the coal then cover immediately to trap smoke for 5–10 minutes.
 Remove coal.

9.
 Garnish with fried onions, chopped coriander and serve with chutney or raita.

",
Tall Skoleboller,Water; Cornstarch; vanilla pod; Shredded Coconut; Vanilla Extract; Milk; Cardamom; Flour; Granulated Sugar; Egg Yolks; Powdered Sugar; Milk; Granulated Sugar; Instant Yeast; Butter,"▢
Heat the milk until it's lukewarm.
 Add the yeast and dissolve.

▢
Add the sugar, cardamom, vanilla, and about 2/3 of the flour.

▢
Mix the dough together either by hand or in a mixer with a dough hook, slowly adding the rest of the flour.
 You might need a bit more or less flour to form dough that isn't too sticky to knead.
 When the dough forms a nice ball, add the softened butter and continue to knead the dough for about ten minutes.

▢
Roll the dough into a cylinder and cut into six equal parts.
 Roll each piece into a round bun and set them in a greased muffin/cake tin.
 Cover and let rise until doubled in size (about an hour).
",https://scandinaviancookbook.com/skoleboller-school-buns-from-lille-betong/
Grilled Portuguese sardines Style,Sardines; Olive Oil; Paprika; Rosemary; Red Chilli; Lemon; Garlic,"STEP 1

Put all of the ingredients, except the sardines, into a bowl and mix together with some seasoning. Pour into a baking dish, add the sardines and toss really well. Cover and chill for a few hours.

STEP 2

Heat a BBQ or griddle pan until hot. Cook the sardines for 4-5 minutes on each side or until really caramelised and charred. Put onto a serving plate, drizzle with oil, sprinkle with a little more paprika and squeeze over the lemon wedges.",https://www.olivemagazine.com/recipes/fish-and-seafood/grilled-portuguese-sardines/
Migas Style,Bread; Garlic; Pork; Olive Oil,"Crumble the bread into small pieces. Sprinkle with cold water, cover with a damp cloth and leave for 30 minutes.
Heat 2 tsp of olive oil in a deep pan. Add the garlic cloves separated, skins on; just make a small cut with a knife to open them and keep frying for 5 minutes. Set the garlic aside.
In the same oil, where we fried everything, simmer the bread, stirring constantly for 15 minutes and add a grinding of black pepper.
Add the garlic, continue stirring for about 20 minutes. It will be ready when the bread is soft and golden.",https://www.ibericafood.com/Recipes/post/migas-with-pork
Easy Potato Salad (Olivier Salad),Peas; Onions; Salt; Mayonnaise; Dill; Sausages; Potatoes; Carrots; Eggs; White Wine Vinegar,"Cut the potatoes and carrots into small uniform cubes.
Place them in a large pot and fill with water.
Add salt and vinegar. Bring it to a boil over medium high heat, and then reduce the heat to medium and continue to cook until the potatoes are cooked through, about 15 minutes. Drain the potatoes and let it cool to room temperature.
Meanwhile, cut the sausage and pickles into small cubes, and chop the green onions.
Cut the hard-boiled eggs into small cubes as well.
If using fresh dill, chop them as well.
In a large bowl, combine potatoes, carrots, sausage, pickles, peas and green onions.
Add mayo and dill and mix until well combined.
Salt and pepper to taste. Cover with a plastic wrap and refrigerate for at least 1 hour before serving.",https://www.sweetandsavorybyshinee.com/russian-potato-salad/
Callaloo and SaltFish,Spring Onions; Scotch Bonnet; Plum Tomatoes; Garlic; Black Pepper; Salt Cod; Bacon; Thyme; Onion; Callaloo,"Soak salted fish in water overnight.
 Next, heat salted fish in water on stove until water boils.
 You should see a foam on top.
 Remove from heat and drain.
 Set aside and shred salted fish once it cools.

Cook bacon in skillet over medium heat until crispy.
 Remove bacon from heat and drain the majority of the bacon grease, leaving about 1 tablespoon in the skillet.
 
Add yellow onion, green onion, scotch bonnet pepper, and garlic to the skillet and stir.
 Cook for about 2 minutes or until onions soften.
 Add salted fish to skillet and stir.
 Cook for about a minute.
 
Next, add callaloo, roma tomatoes, thyme, and black pepper.
 Stir to combine and cook until heated through, about 2 minutes.

Enjoy ",https://www.myforkinglife.com/callaloo-and-saltfish/#recipe
Shakshouka Style,Salt; Tomato; Garlic Clove; Extra Virgin Olive Oil; Egg; Black Pepper,"1
First, pan fry the black pepper and garlic over a dry medium heat until fragrant.

2
Add a good amount of extra virgin olive oil and infuse for a minute.

3
Once the oil heats up, add the tomatoes and salt, and cover with a lid.
 Simmer for 5 minutes.

4
Remove the lid and mash the tomatoes.
 Reduce until you reach the desired consistency of choice.

5
Make craters for the eggs and lower the heat.
 Carefully crack the eggs into the craters, making sure it touches the pan and not the tomato sauce.

6
Cover the eggs and leave it for 5 minutes without lifting the lid.

7
Remove from the heat and let the residual heat steam the eggs for 1-2 minutes.

8
Serve with flatbread.
 Enjoy!",https://cookpad.com/eng/recipes/24999905?ref=search&search_term=saudi+arabia
Beef Lo Mein,Mushrooms; Egg; Starch; Ginger; Oil; Soy Sauce; Sesame Seed Oil; Bean Sprouts; Water; Salt; Noodles; Oyster Sauce; Onion; Minced Garlic; Pepper; Beef; Sugar,"STEP 1 - MARINATING THE BEEF
In a bowl, add the beef, salt, 1 pinch white pepper, 1 Teaspoon sesame seed oil, 1/2 egg, corn starch,1 Tablespoon of oil and mix together.
STEP 2 - BOILING THE THE NOODLES
In a 6 qt pot add your noodles to boiling water until the noodles are submerged and boil on high heat for 10 seconds. After your noodles is done boiling strain and cool with cold water.
STEP 3 - STIR FRY
Add 2 Tablespoons of oil, beef and cook on high heat untill beef is medium cooked.
Set the cooked beef aside
In a wok add 2 Tablespoon of oil, onions, minced garlic, minced ginger, bean sprouts, mushrooms, peapods and 1.5 cups of water or until the vegetables are submerged in water.
Add the noodles to wok
To make the sauce, add oyster sauce, 1 pinch white pepper, 1 teaspoon sesame seed oil, sugar, and 1 Teaspoon of soy sauce.
Next add the beef to wok and stir-fry",https://sueandgambo.com/pages/beef-lo-mein
Easy Air fryer patatas bravas,Potatoes; Garlic; Basil Leaves; Paprika; Onion; Tinned Tomatos; Olive Oil; Tomato Puree,"step 1
Soak the potatoes in just-boiled water for 30 mins, then drain and leave to air-dry for 5 mins. Heat the air fryer to 200C. Tip the potatoes into a bowl and drizzle over 1 tbsp of the oil and add 1/2 tsp each of salt and freshly ground black pepper. Mix to coat the potatoes all over, then tip into the air fryer basket and cook for 20-30 mins until crisp and golden.

step 2
Meanwhile, heat the remaining oil in a small pan over a medium-low heat and fry the onion for 8-10 mins until softened but not golden. Stir in the garlic and cook for a minute before adding the paprika and cooking for 30 seconds more. Stir in the tomato purée, cook for 1 min, then tip in the chopped tomatoes. Cook for 5-10 mins over a medium heat until thickened slightly.

step 3
Once the potatoes are cooked, tip out onto a platter and pour over the tomato sauce. Sprinkle with the basil leaves, then serve.",https://www.bbcgoodfood.com/recipes/air-fryer-patatas-bravas
Easy kabse,Black Pepper; Chicken; Rice; Red Pepper; Carrots; Turmeric; Green Pepper; Raisins; Kabse Spice; Mushrooms; Salt; Sweetcorn,"1
Caramelize the chicken with olive oil then add a maggi cube and boil it for around 30 minutes.
2
In another pot, add all the veggies and caramelize them till they are soft.
3
Once everything is done, add the rice, raisins & spices to the veggies and add 2 and a half cups of water for the rice to cook.
4
Once the rice is done put everything in the oven.",https://cookpad.com/eng/recipes/17108731?ref=search&search_term=saudi+arabia
Crock Pot Chicken Baked Tacos Homemade,Cumin; Jalapeno; Avocado; Sour Cream; Chicken Breasts; Vinaigrette Dressing; Green Salsa; Smoked Paprika; Garlic; Hard Taco Shells; Grape Tomatoes; Refried Beans; Milk; Shredded Mexican Cheese,"Put the uncooked chicken breasts in the crock pot. Pour the full bottle of salad dressing over the chicken. Sprinkle the rest of the ingredients over the top and mix them in a bit with a spoon.
Cover your crock pot with the lid and cook on high for 4 hours.
Remove all the chicken breasts from the crock pot and let cool.
Shred the chicken breasts and move to a glass bowl.
Pour most of the liquid over the shredded chicken.
FOR THE TACOS:
Make the guacamole sauce by mixing the avocado and green salsa together. Pour the guacamole mixture through a strainer until smooth and transfer to a squeeze bottle. Cut the tip off the lid of the squeeze bottle to make the opening more wide if needed.
Make the sour cream sauce by mixing the sour cream and milk together until you get a more liquid sour cream sauce. Transfer to a squeeze bottle.
In a 9x 13 glass baking dish, fill all 12+ tacos with a layer of refried beans, cooked chicken and shredded cheese.
Bake at 450 for 10-15 minutes just until the cheese is melted and bubbling.
Out of the oven top all the tacos with the sliced grape tomaotes, jalapeno and cilantro.
Finish with a drizzle of guacamole and sour cream.
Enjoy!",http://www.nobiggie.net/crock-pot-chicken-baked-tacos/
Easy Spanish chicken Recipe,Garlic; Parsley; Tinned Tomatos; Chorizo; sweet smoked paprika; Butter Beans; Red Pepper; Chicken Thighs; Yellow Pepper; Extra Virgin Olive Oil; Onion; Green Olives,"step 1
Heat the oven to 200C/180C fan/gas 6.
 Heat the olive oil in a large ovenproof frying pan over a medium heat and fry the onion, chorizo and peppers along with a pinch of salt and pepper for 15 mins until the veg has softened and the chorizo has released its oils.
 Add the paprika and garlic, and cook for another few minutes until fragrant.


step 2
Tip in the chopped tomatoes, olives and butter beans, stir to combine and season.
 Nestle in the chicken thighs and season well.
 Transfer to the oven and bake for 40 mins until the chicken skin is crisp and the meat cooked through and tender.
 Scatter with the parsley and serve.


Watch after ad (0.
04):
3 Budget Egg Ideas

",https://www.bbcgoodfood.com/recipes/easy-spanish-chicken
Algerian Bouzgene Berber Bread with Roasted Pepper Sauce Homemade,Olive Oil; Salt; Jalapeno; Salt; Semolina; Red Pepper; Olive Oil; Water; Olive Oil; Garlic; Tomato,"Preheat your oven's broiler. Place red bell peppers and tomatoes on a baking sheet, and roast under the broiler for about 8 minutes, turning occasionally. This should blacken the skin and help it peel off more easily. Cool, then scrape the skins off of the tomatoes and peppers, and place them in a large bowl. Remove cores and seeds from the bell peppers.

Heat 1 tablespoon of olive oil in a skillet over medium heat. Add the jalapenos and garlic, and cook until tender, stirring frequently. Remove from heat, and transfer the garlic and jalapeno to the bowl with the tomatoes and red peppers. Using two sharp steak knives (one in each hand), cut up the tomatoes and peppers to a coarse and soupy consistency. Stir, and set sauce aside.

Place the semolina in a large bowl, and stir in salt and 4 tablespoons of olive oil. Gradually add water while mixing and squeezing with your hand until the dough holds together without being sticky or dry, and molds easily with the hand. Divide into 6 pieces and form into balls.

For each round, heat 1 tablespoon of olive oil in a large heavy skillet over medium heat. Roll out dough one round at a time, to no thicker than 1/4 inch. Fry in the hot skillet until dark brown spots appear on the surface, and they are crispy. Remove from the skillet, and wrap in a clean towel while preparing the remaining flat breads.

To eat the bread and sauce, break off pieces of the bread, and scoop them into the sauce. It will slide off, but just keep reaching in!",https://www.allrecipes.com/recipe/72363/algerian-bouzgene-berber-bread-with-roasted-pepper-sauce/
Easy Venezuelan Coconut Chicken,Black Pepper; Olive Oil; Onion; Sugar; Chicken Breasts; Ginger Paste; Coconut Milk; Turmeric; Water; Garlic; Tomato; Bay Leaves; Cumin; Salt,"Cut the chicken up into bite size pieces.
 Peel and cut the onions, mince the garlic.

Assemble the rest of the ingredients and you are ready to start cooking.

Make the Dish
Heat up a fry pan over medium heat.
 Add the oil and when hot, sauté the onion until translucent.
 Remove from pan and transfer to a blender or food processor.

Add tomatoes, garlic, turmeric, cumin, sugar, ginger paste, coconut milk, water and blend smooth.

In the same pan you cooked the onion, add the chicken and brown all sides.
 This should take about 3 minutes.

Add the blender ingredients and bay leaves to the pan, bring to a simmer and cook until the chicken is white inside and the liquid is creamy.
 (15 to 20 minutes)
Remove the bay leaves and serve with white rice.
",https://www.reluctantgourmet.com/venezuelan-coconut-chicken/#recipe
English Breakfast Homemade,Tomatoes; Bacon; Sausages; Eggs; Mushrooms; Black Pudding; Bread,"Heat the flat grill plate over a low heat, on top of 2 rings/flames if it fits, and brush sparingly with light olive oil.

Cook the sausages first.
 Add the sausages to the hot grill plate/the coolest part if there is one and allow to cook slowly for about 15-20 minutes, turning occasionally, until golden.
 After the first 10 minutes, increase the heat to medium before beginning to cook the other ingredients.
 If you are struggling for space, completely cook the sausages and keep hot on a plate in the oven.

Snip a few small cuts into the fatty edge of the bacon.
 Place the bacon straight on to the grill plate and fry for 2-4 minutes each side or until your preferred crispiness is reached.
 Like the sausages, the cooked bacon can be kept hot on a plate in the oven.

For the mushrooms, brush away any dirt using a pastry brush and trim the stalk level with the mushroom top.
 Season with salt and pepper and drizzle over a little olive oil.
 Place stalk-side up on the grill plate and cook for 1-2 minutes before turning and cooking for a further 3-4 minutes.
 Avoid moving the mushrooms too much while cooking, as this releases the natural juices, making them soggy.

For the tomatoes, cut the tomatoes across the centre/or in half lengthways if using plum tomatoes , and with a small, sharp knife remove the green 'eye'.
 Season with salt and pepper and drizzle with a little olive oil.
 Place cut-side down on the grill plate and cook without moving for 2 minutes.
 Gently turn over and season again.
 Cook for a further 2-3 minutes until tender but still holding their shape.

For the black pudding, cut the black pudding into 3-4 slices and remove the skin.
 Place on the grill plate and cook for 1½-2 minutes each side until slightly crispy.

For 'proper' fried bread it's best to cook it in a separate pan.
 Ideally, use bread that is a couple of days old.
 Heat a frying pan to a medium heat and cover the base with oil.
 Add the bread and cook for 2-3 minutes each side until crispy and golden.
 If the pan becomes too dry, add a little more oil.
 For a richer flavour, add a knob of butter after you turn the slice.

For the fried eggs, break the egg straight into the pan with the fried bread and leave for 30 seconds.
 Add a good knob of butter and lightly splash/baste the egg with the butter when melted.
 Cook to your preferred stage, season and gently remove with a fish slice.

Once all the ingredients are cooked, serve on warm plates and enjoy straight away with a good squeeze of tomato ketchup or brown sauce.
",https://www.bbc.co.uk/food/recipes/stressfreefullenglis_67721
Corned Beef Hash Style,Freshly Chopped Parsley; Onion; Unsalted Butter; Black Pepper; Corned Beef; Kosher Salt; Potatoes,"Sauté the onions:
Heat butter in a large skillet (preferably cast iron) on medium heat. Add the onion and cook a few minutes, until translucent.

Add the potatoes and corned beef:
Mix in the chopped corned beef and potatoes. Spread out evenly over the pan. Increase the heat to high or medium high and press down on the mixture with a metal spatula.


Cook until browned and then flip:
Do not stir the potatoes and corned beef, but let them brown. If you hear them sizzling, this is good.

Use a metal spatula to peek underneath and see if they are browning. If nicely browned, use the spatula to flip sections over in the pan so that they brown on the other side. Press down again with the spatula.

If there is too much sticking, you can add a little more butter to the pan. Continue to cook in this manner until the potatoes and the corned beef are nicely browned.

Stir in the parsley and season:
Remove from heat, stir in chopped parsley. Add plenty of freshly ground black pepper, and add salt to taste.",https://www.simplyrecipes.com/recipes/corned_beef_hash/
Lamb tomato and sweet spices Style,caster sugar; fennel bulb; clove; garlic; lemon juice; basmati rice; coriander; ginger; cinnamon; tomatoes; lamb mince; tomatoes; lemon juice; potatoes; vine leaves; onion; chopped parsley; garlic; olive oil,"Use pickled vine leaves here, preserved in brine.
 Small delicate leaves are better than the large bristly ones but, if only large leaves are to hand, then trim them to roughly 12 by 12 cms so that you don't get too many layers of leaves around the filling.
 And remove any stalks.
 Drain the preserved leaves, immerse them in boiling water for 10 minutes and then leave to dry on a tea towel before use.
 
Basmati rice with butter and pine nuts is an ideal accompaniment.
 Couscous is great, too.
 Serves four.

First make the filling.
 Put all the ingredients, apart from the tomatoes, in a bowl.
 Cut the tomatoes in half, coarsely grate into the bowl and discard the skins.
 Add half a teaspoon of salt and some black pepper, and stir.
 Leave on the side, or in the fridge, for up to a day.
 Before using, gently squeeze with your hands and drain away any juices that come out.

To make the sauce, heat the oil in a medium pan.
 Add the ginger and garlic, cook for a minute or two, taking care not to burn them, then add the tomato, lemon juice and sugar.
 Season, and simmer for 20 minutes.

While the sauce is bubbling away, prepare the vine leaves.
 Use any torn or broken leaves to line the base of a wide, heavy saucepan.
 Trim any leaves from the fennel, cut it vertically into 0.
5cm-thick slices and spread over the base of the pan to cover completely.

Lay a prepared vine leaf (see intro) on a work surface, veiny side up.
 Put two teaspoons of filling at the base of the leaf in a 2cm-long by 1cm-wide strip.
 Fold the sides of the leaf over the filling, then roll it tightly from bottom to top, in a cigar shape.
 Place in the pan, seam down, and repeat with the remaining leaves, placing them tightly next to each other in lines or circles (in two layers if necessary).

Pour the sauce over the leaves (and, if needed, add water just to cover).
 Place a plate on top, to weigh the leaves down, then cover with a lid.
 Bring to a boil, reduce the heat and cook on a bare simmer for 70 minutes.
 Most of the liquid should evaporate.
 Remove from the heat, and leave to cool a little - they are best served warm.
 When serving, bring to the table in the pan - it looks great.
 Serve a few vine leaves and fennel slices with warm rice.
 Spoon the braising juices on top and garnish with coriander.
",http://www.ottolenghi.co.uk/recipes/meat/lamb-tomato-and-sweet-spices-shop
Ham hock colcannon,Double Cream; Eggs; Butter; Floury Potatoes; Ham; Cabbage; Garlic Clove; Mustard; Spring Onions,"STEP 1
Peel and cut the potatoes into even, medium-sized chunks. Put in a large pan filled with cold salted water, bring to the boil and cook for 10-15 mins until a knife can be inserted into the potatoes easily.

STEP 2
Meanwhile, melt the butter in a large sauté pan over a medium heat. Add the garlic, cabbage, spring onions and some seasoning. Stir occasionally until the cabbage is wilted but still retains a little bite, then set aside.

STEP 3
Drain the potatoes, leave to steam-dry for a couple of mins, then mash with the cream, mustard and seasoning in the same saucepan. Stir in the cabbage and ham hock. Keep warm over a low heat.

STEP 4
Reheat the pan you used to cook the cabbage (no need to wash first), add a splash of oil, crack in the eggs and fry to your liking. To serve, divide the colcannon between bowls and top each with a fried egg.",https://www.bbcgoodfood.com/recipes/ham-hock-colcannon
Easy Chilli prawn linguine,Basil Leaves; King Prawns; Garlic Clove; Red Chilli; Lettuce; Bread; Sugar Snap Peas; Lime; Linguine Pasta; Cherry Tomatoes; Fromage Frais; Caster Sugar; Olive Oil,"Mix the dressing ingredients in a small bowl and season with salt and pepper. Set aside.

Cook the pasta according to the packet instructions. Add the sugar snap peas for the last minute or so of cooking time.

Meanwhile, heat the oil in a wok or large frying pan, toss in the garlic and chilli and cook over a fairly gentle heat for about 30 seconds without letting the garlic brown. Tip in the prawns and cook over a high heat, stirring frequently, for about 3 minutes until they turn pink.

Add the tomatoes and cook, stirring occasionally, for 3 minutes until they just start to soften. Drain the pasta and sugar snaps well, then toss into the prawn mixture. Tear in the basil leaves, stir, and season with salt and pepper.

Serve with salad leaves drizzled with the lime dressing, and warm crusty bread.",https://www.bbcgoodfood.com/recipes/1269/chilli-prawn-linguine
